Sequence_ID,EC_Number,PDB_ID,Chain_ID,PDB_Chain,Query_PDB,Template_PDB,RMSD,Aligned_Atoms,Nucleotide_Found,PNG_File,PDB_File
A2RLF8,3.6.1.6,7d8i,A,7d8iA,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/A2RLF8_3.6.1.6.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_7d8i_A.pdb,0.455,1016,False,A2RLF8_3.6.1.6_vs_7d8i_A_visualization.png,A2RLF8_3.6.1.6_vs_7d8i_A_aligned.pdb
A0RJZ5,2.7.7.77,6b5k,A,6b5kA,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/A0RJZ5_2.7.7.77.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_6b5k_A.pdb,1.855,296,False,A0RJZ5_2.7.7.77_vs_6b5k_A_visualization.png,A0RJZ5_2.7.7.77_vs_6b5k_A_aligned.pdb
A0QDF8,2.7.7.77,6b5k,A,6b5kA,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/A0QDF8_2.7.7.77.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_6b5k_A.pdb,1.255,103,False,A0QDF8_2.7.7.77_vs_6b5k_A_visualization.png,A0QDF8_2.7.7.77_vs_6b5k_A_aligned.pdb
A0L2M8,2.7.7.77,6b5k,A,6b5kA,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/A0L2M8_2.7.7.77.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_6b5k_A.pdb,14.533,394,False,A0L2M8_2.7.7.77_vs_6b5k_A_visualization.png,A0L2M8_2.7.7.77_vs_6b5k_A_aligned.pdb
A0PU27,2.7.7.77,6b5k,A,6b5kA,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/A0PU27_2.7.7.77.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_6b5k_A.pdb,11.123,491,False,A0PU27_2.7.7.77_vs_6b5k_A_visualization.png,A0PU27_2.7.7.77_vs_6b5k_A_aligned.pdb
A0K5T4,2.7.7.77,6b5k,A,6b5kA,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/A0K5T4_2.7.7.77.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_6b5k_A.pdb,11.048,369,False,A0K5T4_2.7.7.77_vs_6b5k_A_visualization.png,A0K5T4_2.7.7.77_vs_6b5k_A_aligned.pdb
A4FZB0,6.3.4.13,5dgh,A,5dghA,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/A4FZB0_6.3.4.13.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_5dgh_A.pdb,22.219,1192,False,A4FZB0_6.3.4.13_vs_5dgh_A_visualization.png,A4FZB0_6.3.4.13_vs_5dgh_A_aligned.pdb
A5UMK4,6.3.4.13,5dgh,A,5dghA,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/A5UMK4_6.3.4.13.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_5dgh_A.pdb,12.320,852,False,A5UMK4_6.3.4.13_vs_5dgh_A_visualization.png,A5UMK4_6.3.4.13_vs_5dgh_A_aligned.pdb
A3CU83,6.3.4.13,5dgh,A,5dghA,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/A3CU83_6.3.4.13.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_5dgh_A.pdb,13.769,965,False,A3CU83_6.3.4.13_vs_5dgh_A_visualization.png,A3CU83_6.3.4.13_vs_5dgh_A_aligned.pdb
A2SQ86,6.3.4.13,5dgh,A,5dghA,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/A2SQ86_6.3.4.13.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_5dgh_A.pdb,18.886,612,False,A2SQ86_6.3.4.13_vs_5dgh_A_visualization.png,A2SQ86_6.3.4.13_vs_5dgh_A_aligned.pdb
A6US04,6.3.4.13,5dgh,A,5dghA,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/A6US04_6.3.4.13.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_5dgh_A.pdb,18.721,548,False,A6US04_6.3.4.13_vs_5dgh_A_visualization.png,A6US04_6.3.4.13_vs_5dgh_A_aligned.pdb
P0C7J4,2.7.7.24,6b5k,A,6b5kA,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/P0C7J4_2.7.7.24.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_6b5k_A.pdb,0.866,1454,False,P0C7J4_2.7.7.24_vs_6b5k_A_visualization.png,P0C7J4_2.7.7.24_vs_6b5k_A_aligned.pdb
B0RVK9,2.7.7.24,6b5k,A,6b5kA,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/B0RVK9_2.7.7.24.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_6b5k_A.pdb,0.867,1456,False,B0RVK9_2.7.7.24_vs_6b5k_A_visualization.png,B0RVK9_2.7.7.24_vs_6b5k_A_aligned.pdb
A0QPF9,2.7.7.24,6b5k,A,6b5kA,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/A0QPF9_2.7.7.24.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_6b5k_A.pdb,0.789,1695,False,A0QPF9_2.7.7.24_vs_6b5k_A_visualization.png,A0QPF9_2.7.7.24_vs_6b5k_A_aligned.pdb
P26393,2.7.7.24,6b5k,A,6b5kA,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/P26393_2.7.7.24.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_6b5k_A.pdb,0.886,1520,False,P26393_2.7.7.24_vs_6b5k_A_visualization.png,P26393_2.7.7.24_vs_6b5k_A_aligned.pdb
P08075,2.7.7.24,6b5k,A,6b5kA,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/P08075_2.7.7.24.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_6b5k_A.pdb,1.653,1239,False,P08075_2.7.7.24_vs_6b5k_A_visualization.png,P08075_2.7.7.24_vs_6b5k_A_aligned.pdb
A0R8F5,2.7.7.85,4yvz,A,4yvzA,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/A0R8F5_2.7.7.85.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_4yvz_A.pdb,2.704,2046,False,A0R8F5_2.7.7.85_vs_4yvz_A_visualization.png,A0R8F5_2.7.7.85_vs_4yvz_A_aligned.pdb
A0R564,2.7.7.85,4yvz,A,4yvzA,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/A0R564_2.7.7.85.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_4yvz_A.pdb,3.584,1994,False,A0R564_2.7.7.85_vs_4yvz_A_visualization.png,A0R564_2.7.7.85_vs_4yvz_A_aligned.pdb
A0LRE3,2.7.7.85,4yvz,A,4yvzA,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/A0LRE3_2.7.7.85.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_4yvz_A.pdb,3.763,2102,False,A0LRE3_2.7.7.85_vs_4yvz_A_visualization.png,A0LRE3_2.7.7.85_vs_4yvz_A_aligned.pdb
A0QAA9,2.7.7.85,4yvz,A,4yvzA,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/A0QAA9_2.7.7.85.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_4yvz_A.pdb,3.533,2098,False,A0QAA9_2.7.7.85_vs_4yvz_A_visualization.png,A0QAA9_2.7.7.85_vs_4yvz_A_aligned.pdb
A0A0H3GM48,2.7.7.85,4yvz,A,4yvzA,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/A0A0H3GM48_2.7.7.85.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_4yvz_A.pdb,1.264,483,False,A0A0H3GM48_2.7.7.85_vs_4yvz_A_visualization.png,A0A0H3GM48_2.7.7.85_vs_4yvz_A_aligned.pdb
A0B9X4,2.7.2.8,3c1m,C,3c1mC,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/A0B9X4_2.7.2.8.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_3c1m_C.pdb,10.762,1121,False,A0B9X4_2.7.2.8_vs_3c1m_C_visualization.png,A0B9X4_2.7.2.8_vs_3c1m_C_aligned.pdb
A0KBG7,2.7.2.8,3c1m,C,3c1mC,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/A0KBG7_2.7.2.8.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_3c1m_C.pdb,7.087,1100,False,A0KBG7_2.7.2.8_vs_3c1m_C_visualization.png,A0KBG7_2.7.2.8_vs_3c1m_C_aligned.pdb
A0JV22,2.7.2.8,3c1m,C,3c1mC,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/A0JV22_2.7.2.8.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_3c1m_C.pdb,3.807,924,False,A0JV22_2.7.2.8_vs_3c1m_C_visualization.png,A0JV22_2.7.2.8_vs_3c1m_C_aligned.pdb
A0AJ38,2.7.2.8,3c1m,C,3c1mC,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/A0AJ38_2.7.2.8.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_3c1m_C.pdb,4.294,877,False,A0AJ38_2.7.2.8_vs_3c1m_C_visualization.png,A0AJ38_2.7.2.8_vs_3c1m_C_aligned.pdb
A0KFV1,2.7.2.8,3c1m,C,3c1mC,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/A0KFV1_2.7.2.8.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_3c1m_C.pdb,7.067,1082,False,A0KFV1_2.7.2.8_vs_3c1m_C_visualization.png,A0KFV1_2.7.2.8_vs_3c1m_C_aligned.pdb
A0KVG7,2.7.2.1,1d4x,A,1d4xA,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/A0KVG7_2.7.2.1.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_1d4x_A.pdb,16.620,950,True,A0KVG7_2.7.2.1_vs_1d4x_A_visualization.png,A0KVG7_2.7.2.1_vs_1d4x_A_aligned.pdb
A0LIB0,2.7.2.1,1d4x,A,1d4xA,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/A0LIB0_2.7.2.1.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_1d4x_A.pdb,15.021,929,True,A0LIB0_2.7.2.1_vs_1d4x_A_visualization.png,A0LIB0_2.7.2.1_vs_1d4x_A_aligned.pdb
A0JZZ4,2.7.2.1,1d4x,A,1d4xA,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/A0JZZ4_2.7.2.1.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_1d4x_A.pdb,19.092,1572,True,A0JZZ4_2.7.2.1_vs_1d4x_A_visualization.png,A0JZZ4_2.7.2.1_vs_1d4x_A_aligned.pdb
A0QLU8,2.7.2.1,1d4x,A,1d4xA,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/A0QLU8_2.7.2.1.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_1d4x_A.pdb,17.237,920,True,A0QLU8_2.7.2.1_vs_1d4x_A_visualization.png,A0QLU8_2.7.2.1_vs_1d4x_A_aligned.pdb
B9CM12,2.7.7.107,6b5k,A,6b5kA,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/B9CM12_2.7.7.107.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_6b5k_A.pdb,13.688,1233,False,B9CM12_2.7.7.107_vs_6b5k_A_visualization.png,B9CM12_2.7.7.107_vs_6b5k_A_aligned.pdb
A4D126,2.7.7.40,6b5k,A,6b5kA,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/A4D126_2.7.7.40.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_6b5k_A.pdb,7.908,1221,False,A4D126_2.7.7.40_vs_6b5k_A_visualization.png,A4D126_2.7.7.40_vs_6b5k_A_aligned.pdb
B1IC62,2.7.7.40,6b5k,A,6b5kA,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/B1IC62_2.7.7.40.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_6b5k_A.pdb,18.116,923,False,B1IC62_2.7.7.40_vs_6b5k_A_visualization.png,B1IC62_2.7.7.40_vs_6b5k_A_aligned.pdb
B5E508,2.7.7.40,6b5k,A,6b5kA,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/B5E508_2.7.7.40.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_6b5k_A.pdb,18.010,923,False,B5E508_2.7.7.40_vs_6b5k_A_visualization.png,B5E508_2.7.7.40_vs_6b5k_A_aligned.pdb
B2IQ63,2.7.7.40,6b5k,A,6b5kA,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/B2IQ63_2.7.7.40.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_6b5k_A.pdb,18.256,923,False,B2IQ63_2.7.7.40_vs_6b5k_A_visualization.png,B2IQ63_2.7.7.40_vs_6b5k_A_aligned.pdb
A0JPF9,2.7.7.40,6b5k,A,6b5kA,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/A0JPF9_2.7.7.40.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_6b5k_A.pdb,1.419,175,False,A0JPF9_2.7.7.40_vs_6b5k_A_visualization.png,A0JPF9_2.7.7.40_vs_6b5k_A_aligned.pdb
L7N6A5,2.7.7.13,6b5k,A,6b5kA,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/L7N6A5_2.7.7.13.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_6b5k_A.pdb,3.089,1192,False,L7N6A5_2.7.7.13_vs_6b5k_A_visualization.png,L7N6A5_2.7.7.13_vs_6b5k_A_aligned.pdb
A3QMC8,2.7.7.13,6b5k,A,6b5kA,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/A3QMC8_2.7.7.13.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_6b5k_A.pdb,2.462,1030,False,A3QMC8_2.7.7.13_vs_6b5k_A_visualization.png,A3QMC8_2.7.7.13_vs_6b5k_A_aligned.pdb
O22287,2.7.7.13,6b5k,A,6b5kA,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/O22287_2.7.7.13.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_6b5k_A.pdb,3.036,1089,False,O22287_2.7.7.13_vs_6b5k_A_visualization.png,O22287_2.7.7.13_vs_6b5k_A_aligned.pdb
A2VD83,2.7.7.13,6b5k,A,6b5kA,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/A2VD83_2.7.7.13.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_6b5k_A.pdb,2.193,1007,False,A2VD83_2.7.7.13_vs_6b5k_A_visualization.png,A2VD83_2.7.7.13_vs_6b5k_A_aligned.pdb
P0CI75,6.3.4.15,6aaz,A,6aazA,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/P0CI75_6.3.4.15.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_6aaz_A.pdb,19.012,443,True,P0CI75_6.3.4.15_vs_6aaz_A_visualization.png,P0CI75_6.3.4.15_vs_6aaz_A_aligned.pdb
E0U174,6.3.4.15,6aaz,A,6aazA,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/E0U174_6.3.4.15.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_6aaz_A.pdb,19.265,444,True,E0U174_6.3.4.15_vs_6aaz_A_visualization.png,E0U174_6.3.4.15_vs_6aaz_A_aligned.pdb
P06709,6.3.4.15,6aaz,A,6aazA,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/P06709_6.3.4.15.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_6aaz_A.pdb,20.486,1012,True,P06709_6.3.4.15_vs_6aaz_A_visualization.png,P06709_6.3.4.15_vs_6aaz_A_aligned.pdb
I6YFP0,6.3.4.15,6aaz,A,6aazA,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/I6YFP0_6.3.4.15.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_6aaz_A.pdb,12.792,221,True,I6YFP0_6.3.4.15_vs_6aaz_A_visualization.png,I6YFP0_6.3.4.15_vs_6aaz_A_aligned.pdb
P32090,3.6.1.55,6fl4,A,6fl4A,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/P32090_3.6.1.55.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_6fl4_A.pdb,2.332,446,False,P32090_3.6.1.55_vs_6fl4_A_visualization.png,P32090_3.6.1.55_vs_6fl4_A_aligned.pdb
P44932,3.6.1.55,6fl4,A,6fl4A,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/P44932_3.6.1.55.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_6fl4_A.pdb,0.592,167,False,P44932_3.6.1.55_vs_6fl4_A_visualization.png,P44932_3.6.1.55_vs_6fl4_A_aligned.pdb
O35013,3.6.1.55,6fl4,A,6fl4A,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/O35013_3.6.1.55.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_6fl4_A.pdb,15.355,520,False,O35013_3.6.1.55_vs_6fl4_A_visualization.png,O35013_3.6.1.55_vs_6fl4_A_aligned.pdb
P08337,3.6.1.55,6fl4,A,6fl4A,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/P08337_3.6.1.55.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_6fl4_A.pdb,2.532,448,False,P08337_3.6.1.55_vs_6fl4_A_visualization.png,P08337_3.6.1.55_vs_6fl4_A_aligned.pdb
P41354,3.6.1.55,6fl4,A,6fl4A,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/P41354_3.6.1.55.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_6fl4_A.pdb,3.115,559,False,P41354_3.6.1.55_vs_6fl4_A_visualization.png,P41354_3.6.1.55_vs_6fl4_A_aligned.pdb
P65644,2.5.1.154,6d5k,C,6d5kC,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/P65644_2.5.1.154.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_6d5k_C.pdb,3.165,553,True,P65644_2.5.1.154_vs_6d5k_C_visualization.png,P65644_2.5.1.154_vs_6d5k_C_aligned.pdb
P65643,2.5.1.154,6d5k,C,6d5kC,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/P65643_2.5.1.154.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_6d5k_C.pdb,3.165,553,True,P65643_2.5.1.154_vs_6d5k_C_visualization.png,P65643_2.5.1.154_vs_6d5k_C_aligned.pdb
Q9ZFV4,2.5.1.154,6d5k,C,6d5kC,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/Q9ZFV4_2.5.1.154.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_6d5k_C.pdb,15.150,504,True,Q9ZFV4_2.5.1.154_vs_6d5k_C_visualization.png,Q9ZFV4_2.5.1.154_vs_6d5k_C_aligned.pdb
G5EFM9,2.7.11.34,3dnt,A,3dntA,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/G5EFM9_2.7.11.34.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_3dnt_A.pdb,16.125,679,True,G5EFM9_2.7.11.34_vs_3dnt_A_visualization.png,G5EFM9_2.7.11.34_vs_3dnt_A_aligned.pdb
D3ZBE5,2.7.11.34,3dnt,A,3dntA,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/D3ZBE5_2.7.11.34.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_3dnt_A.pdb,14.162,593,True,D3ZBE5_2.7.11.34_vs_3dnt_A_visualization.png,D3ZBE5_2.7.11.34_vs_3dnt_A_aligned.pdb
P59895,2.7.11.34,3dnt,A,3dntA,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/P59895_2.7.11.34.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_3dnt_A.pdb,7.793,310,True,P59895_2.7.11.34_vs_3dnt_A_visualization.png,P59895_2.7.11.34_vs_3dnt_A_aligned.pdb
A2BD05,2.7.11.34,3dnt,A,3dntA,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/A2BD05_2.7.11.34.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_3dnt_A.pdb,7.761,310,True,A2BD05_2.7.11.34_vs_3dnt_A_visualization.png,A2BD05_2.7.11.34_vs_3dnt_A_aligned.pdb
P37774,7.4.2.12,121p,A,121pA,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/P37774_7.4.2.12.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_121p_A.pdb,15.437,649,False,P37774_7.4.2.12_vs_121p_A_visualization.png,P37774_7.4.2.12_vs_121p_A_aligned.pdb
Q5M9F5,6.3.1.14,1mb9,B,1mb9B,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/Q5M9F5_6.3.1.14.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_1mb9_B.pdb,12.747,557,True,Q5M9F5_6.3.1.14_vs_1mb9_B_visualization.png,Q5M9F5_6.3.1.14_vs_1mb9_B_aligned.pdb
Q2HJF5,6.3.1.14,1mb9,B,1mb9B,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/Q2HJF5_6.3.1.14.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_1mb9_B.pdb,8.666,253,True,Q2HJF5_6.3.1.14_vs_1mb9_B_visualization.png,Q2HJF5_6.3.1.14_vs_1mb9_B_aligned.pdb
A2RV01,6.3.1.14,1mb9,B,1mb9B,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/A2RV01_6.3.1.14.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_1mb9_B.pdb,10.820,275,True,A2RV01_6.3.1.14_vs_1mb9_B_visualization.png,A2RV01_6.3.1.14_vs_1mb9_B_aligned.pdb
Q7L8W6,6.3.1.14,1mb9,B,1mb9B,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/Q7L8W6_6.3.1.14.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_1mb9_B.pdb,15.988,449,True,Q7L8W6_6.3.1.14_vs_1mb9_B_visualization.png,Q7L8W6_6.3.1.14_vs_1mb9_B_aligned.pdb
A6VFM8,6.3.2.34,7uld,A,7uldA,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/A6VFM8_6.3.2.34.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_7uld_A.pdb,1.301,1321,True,A6VFM8_6.3.2.34_vs_7uld_A_visualization.png,A6VFM8_6.3.2.34_vs_7uld_A_aligned.pdb
A1KNR4,6.3.2.34,7uld,A,7uldA,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/A1KNR4_6.3.2.34.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_7uld_A.pdb,0.821,995,True,A1KNR4_6.3.2.34_vs_7uld_A_visualization.png,A1KNR4_6.3.2.34_vs_7uld_A_aligned.pdb
A5U7T6,6.3.2.34,7uld,A,7uldA,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/A5U7T6_6.3.2.34.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_7uld_A.pdb,0.822,995,True,A5U7T6_6.3.2.34_vs_7uld_A_visualization.png,A5U7T6_6.3.2.34_vs_7uld_A_aligned.pdb
A0QKC8,6.3.2.34,7uld,A,7uldA,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/supfam_pdb_files/A0QKC8_6.3.2.34.pdb,/Users/napkin/NTP-Essay-Code-1/NTP-Essay-Code/structure_visualization_output/temp_7uld_A.pdb,0.773,1032,True,A0QKC8_6.3.2.34_vs_7uld_A_visualization.png,A0QKC8_6.3.2.34_vs_7uld_A_aligned.pdb
